stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
870,135009,CONSTITUTION BLVD @ 3700 S,S CONSTITUTION BLVD,40.691967,-111.958133,,,0,
887,135026,CONSTITUTION BLVD @ 3601 S,S CONSTITUTION BLVD,40.69391,-111.957789,,,0,
1022,118161,NORTH MEDICAL DR @ 50 N,UNNAMED ST,40.772535,-111.837594,,,0,
1024,117229,REDWOOD RD @ 701 N,N REDWOOD RD,40.784947,-111.939549,,,0,
1029,812002,STATE ST @ 101 S,S STATE ST,40.295471,-111.694104,,,0,
1038,812011,STATE ST @ 830 N,N STATE ST,40.313278,-111.701888,,,0,
1040,812013,STATE ST @ 1090 N,N STATE ST,40.317158,-111.703591,,,0,
1041,812014,STATE ST @ 1220 N,N STATE ST,40.319878,-111.704794,,,0,
1045,812018,STATE ST @ 1960 N,N STATE ST,40.332719,-111.712453,,,0,
1054,812027,STATE ST @ 1975 N,N STATE ST,40.333298,-111.713371,,,0,
1059,812032,STATE ST @ 1185 N,N STATE ST,40.319009,-111.704795,,,0,
1066,812039,STATE ST @ 497 N,N STATE ST,40.305817,-111.698999,,,0,
1067,812040,STATE ST @ 381 N,N STATE ST,40.303699,-111.698101,,,0,
1071,812044,STATE ST @ 20 S,S STATE ST,40.296691,-111.695037,,,0,
1253,125371,900 W @ 1289 S,S 900 W,40.741828,-111.916738,,,0,
1711,135285,BRUIN BLVD @ 1885 W,W BRUIN BLVD,40.674518,-111.942491,,,0,
1725,138045,3900 S @ 2710 E,E 3900 S,40.687021,-111.814588,,,0,
1742,138062,3900 S @ 2647 E,E 3900 S,40.687137,-111.815687,,,0,
1760,138081,2300 E @ 4510 S,S 2300 E,40.673866,-111.824613,,,0,
1775,138097,MURRAY HOLLADAY RD @ 1868 E,E MURRAY HOLLADAY RD,40.665783,-111.838718,,,0,
1776,138098,MURRAY HOLLADAY RD @ 1910 E,E MURRAY HOLLADAY RD,40.665779,-111.837373,,,0,
1819,138140,3300 S @ 3301 E,E 3300 S,40.699971,-111.800396,,,0,
1844,138164,3300 S @ 2035 E,E 3300 S,40.699958,-111.832888,,,0,
1849,138169,3300 S @ 2010 E,E 3300 S,40.699791,-111.833697,,,0,
1852,138172,3300 S @ 2290 E,E 3300 S,40.699803,-111.825038,,,0,
1885,138205,2000 E @ 2710 S,S 2000 E,40.712348,-111.834154,,,0,
1926,154038,STATE ST @ 6300 S,S STATE ST,40.63481,-111.889144,,,0,
1927,154039,STATE ST @ 6200 S,S STATE ST,40.636249,-111.889072,,,0,
1958,154071,900 E @ 5640 S,S 900 E,40.649194,-111.866073,,,0,
1998,154113,1300 E @ 5585 S,S 1300 E,40.649953,-111.854415,,,0,
2024,154139,1300 E @ 6980 S,S 1300 E,40.626942,-111.854874,,,0,
2144,138272,WASATCH BLVD @ 4470 S,S WASATCH BLVD,40.674781,-111.801245,,,0,
2149,S156001,BIG COTTONWOOD CANYON RD @ 3875 E,E BIG COTTONWOOD CANYON RD,40.619451,-111.786841,,,0,
2202,126491,SOUTH CAMPUS DR @ 1530 E,E SOUTH CAMPUS DR,40.760138,-111.846654,,,0,
2222,154171,STATE ST @ 5590 S,S STATE ST,40.649543,-111.888732,,,0,
2228,154177,STATE ST @ 6206 S,S STATE ST,40.635734,-111.889519,,,0,
2249,172192,9000 S @ 185 W,W 9000 S,40.587957,-111.895461,,,0,
2333,127221,2100 S @ 1905 E,E 2100 S,40.725572,-111.836211,,,0,
2426,126498,GUARDSMAN WAY @ 510 S,S GUARDSMAN WAY,40.757942,-111.845493,,,0,
2440,817249,500 W @ 1145 N,N 500 W,40.250005,-111.667588,,,0,
2450,817259,STATE ST @ 1248 N,N STATE ST,40.251103,-111.667531,,,0,
2499,817308,UNIVERSITY AVE @ 1020 N,N UNIVERSITY AVE,40.246981,-111.658493,,,0,
2641,816003,CAMPUS DR @ 791 W,W CAMPUS DR,40.275892,-111.712444,,,0,
2682,136156,700 W @ 3575 S,S 700 W,40.692436,-111.911123,,,0,
2701,136175,700 W @ 3600 S,S 700 W,40.692217,-111.911311,,,0,
2725,127042,900 S @ 1898 E,E 900 S,40.749752,-111.836757,,,0,
2759,127077,1900 E @ 901 S,S 1900 E,40.749641,-111.836469,,,0,
2773,118086,13TH AVE @ 536 E,E 13TH AVE,40.784094,-111.87321,,,0,
2774,118087,13TH AVE @ 598 E,E 13TH AVE,40.784091,-111.871686,,,0,
2778,118091,11TH AVE @ 756 E,E 11TH AVE,40.781825,-111.866673,,,0,
2780,118093,11TH AVE @ 1248 E,E 11TH AVE,40.778209,-111.85236,,,0,
2786,118099,VIRGINIA ST @ 148 N,N VIRGINIA ST,40.772693,-111.852201,,,0,
2789,118102,11TH AVE @ 1225 E,E 11TH AVE,40.778355,-111.852748,,,0,
2791,118104,11TH AVE @ 735 E,E 11TH AVE,40.781916,-111.867379,,,0,
2933,151027,5400 S @ 5685 W,W 5400 S,40.652953,-112.025961,,,0,
3003,126227,1100 E @ 664 S,S 1100 E,40.754706,-111.859711,,,0,
3028,137103,EDGEHILL ST @ 2808 S,S EDGEHILL ST,40.710366,-111.855201,,,0,
3035,137110,1300 E @ 3310 S,S 1300 E,40.699335,-111.854145,,,0,
3043,137118,1300 E @ 3920 S,S 1300 E,40.685953,-111.854228,,,0,
3050,137125,1300 E @ 4450 S,S 1300 E,40.675082,-111.85424,,,0,
3079,137013,900 E @ 3265 S,S 900 E,40.700349,-111.865368,,,0,
3094,137029,900 E @ 3334 S,S 900 E,40.699053,-111.865582,,,0,
3102,137037,900 E @ 4520 S,S 900 E,40.673592,-111.865703,,,0,
3111,126094,500 E @ 2110 S,S 500 E,40.725152,-111.876887,,,0,
3126,137054,500 E @ 3328 S,S 500 E,40.699247,-111.877016,,,0,
3133,137061,500 E @ 3898 S,S 500 E,40.687266,-111.877077,,,0,
3141,137069,500 E @ 4475 S,S 500 E,40.674768,-111.877047,,,0,
3142,137070,500 E @ 4460 S,S 500 E,40.674972,-111.876934,,,0,
3150,137078,500 E @ 3919 S,S 500 E,40.686624,-111.87696,,,0,
3157,137085,500 E @ 3275 S,S 500 E,40.700283,-111.876887,,,0,
3188,126121,900 E @ 1477 S,S 900 E,40.737492,-111.865286,,,0,
3266,132009,9150 W @ 2702 S,S 9150 W,40.710641,-112.109524,,,0,
3324,133048,3500 S @ 7225 W,W 3500 S,40.696412,-112.064376,,,0,
3391,146002,COUNTRY CLUB DR @ 6325 N,N COUNTRY CLUB DR,40.644691,-112.288617,,,0,
3401,182002,MAIN ST @ 737 N,N MAIN ST,40.545713,-112.298419,,,0,
3402,182003,MAIN ST @ 605 N,N MAIN ST,40.542705,-112.298488,,,0,
3404,182005,MAIN ST @ 307 N,N MAIN ST,40.536553,-112.298592,,,0,
3432,182024,400 S @ 96 W,W 400 S,40.523187,-112.301381,,,0,
3513,146017,COUNTRY CLUB DR @ 6528 N,N COUNTRY CLUB DR,40.646545,-112.289285,,,0,
3554,115017,WILEY POST WAY @ 4815 W,W WILEY POST WAY,40.773465,-112.006378,,,0,
3569,118017,9TH AVE @ 342 E,E 9TH AVE,40.779598,-111.879916,,,0,
3583,118032,VIRGINIA ST @ 153 N,N VIRGINIA ST,40.773009,-111.852328,,,0,
3689,823063,400 S @ 20 E,E 400 S,40.161027,-111.610074,,,0,
3711,104054,MAIN ST @ 547 S,S MAIN ST,41.026684,-111.930573,,,0,
3726,101088,GENTILE ST @ 399 E    (LAYTON),E GENTILE ST,41.060163,-111.958549,,,0,
3848,101065,FORT LN @ 70 S    (LAYTON),S FORT LN,41.059121,-111.957755,,,0,
3864,102060,MAIN ST @ 50 S      (KAYSVILLE),S MAIN ST,41.034146,-111.938783,,,0,
3906,633103,MAIN ST @ 1799 N     (SUNSET),N MAIN ST,41.139473,-112.026214,,,0,
3910,633107,MAIN ST @ 799 N,N MAIN ST,41.124991,-112.026183,,,0,
3916,633113,13TH ST @ 1601 S,S 13TH ST,41.090542,-112.018991,,,0,
3917,633114,13TH ST @ 1600 S,S 13TH ST,41.090301,-112.018488,,,0,
3928,633125,MAIN ST @ 2065 N    (LAYTON),N MAIN ST,41.090091,-112.002232,,,0,
4002,610027,2600 N @ 1698 W,W 2600 N,41.304281,-112.024491,,,0,
4155,118058,COLUMBUS ST @ 367 N,N COLUMBUS ST,40.777666,-111.890606,,,0,
4169,118072,B ST @ 151 N,N B ST,40.772934,-111.882116,,,0,
4170,118073,3RD AVE @ 203 E,E 3RD AVE,40.772888,-111.883415,,,0,
4301,125070,400 S @ 902 W,W 400 S,40.760772,-111.917239,,,0,
4436,109171,MAIN ST @ 1 S    (BOUNTIFUL),S MAIN ST,40.889217,-111.880597,,,0,
4572,820093,UNIVERSITY AVE @ 1190 S,S UNIVERSITY AVE,40.218226,-111.659188,,,0,
4622,820143,100 N @ 30 W,W 100 N,40.235203,-111.659206,,,0,
4624,820145,100 N @ 260 W,W 100 N,40.235212,-111.663236,,,0,
4663,820184,100 N @ 485 W,W 100 N,40.235072,-111.667061,,,0,
4702,825073,EXPRESSWAY LN @ 940 E,E EXPRESSWAY LN,40.121537,-111.638414,,,0,
4703,825074,EXPRESSWAY LANE @ 945 E,E EXPRESSWAY LANE,40.121572,-111.638752,,,0,
4767,820078,UNIVERSITY AVE @ 1235 S,S UNIVERSITY AVE,40.217026,-111.658798,,,0,
4772,820083,UNIVERSITY AVE @ 95 S,S UNIVERSITY AVE,40.232621,-111.658559,,,0,
4814,117107,1000 N @ 1338 W,W 1000 N,40.791124,-111.929984,,,0,
4821,117015,REDWOOD RD @ 720 N,N REDWOOD RD,40.785345,-111.939231,,,0,
4874,117066,REDWOOD RD @ 120 N,N REDWOOD RD,40.772549,-111.939112,,,0,
4876,117068,REDWOOD RD @ 20 N,N REDWOOD RD,40.770221,-111.939079,,,0,
4879,117071,1460 W @ 289 N,N 1460 W,40.775599,-111.933402,,,0,
4886,116015,NORTH TEMPLE ST @ 2160 W,W NORTH TEMPLE,40.771646,-111.952717,,,0,
4894,116023,2200 W @ 1220 N,N 2200 W,40.796258,-111.953508,,,0,
4895,116025,2200 W @ 1201 N,N 2200 W,40.795003,-111.953654,,,0,
4898,116028,2200 W @ 635 N,N 2200 W,40.783537,-111.953655,,,0,
4901,116031,2200 W @ 325 N,N 2200 W,40.776621,-111.953656,,,0,
4948,116003,NORTH TEMPLE ST @ 2242 W,W NORTH TEMPLE ST,40.771609,-111.954662,,,0,
4978,823100,MAIN ST @ 444 S,S MAIN ST,40.160549,-111.610855,,,0,
5006,109126,MAIN ST @ 1 N    (BOUNTIFUL),N MAIN ST,40.889465,-111.880806,,,0,
5053,633087,MAIN ST @ 2030 N   (LAYTON),N MAIN ST,41.090395,-112.002129,,,0,
5063,633097,MAIN ST @ 656 N,N MAIN ST,41.123767,-112.025901,,,0,
5068,633102,MAIN ST @ 1802 N    (SUNSET),N MAIN ST,41.140349,-112.025912,,,0,
5093,805055,STATE ST @ 183 N,N STATE ST,40.381202,-111.813995,,,0,
5100,805062,MAIN ST @ 54 E,E MAIN ST,40.376704,-111.796726,,,0,
5127,805090,STATE ST @ 97 E,E STATE ST,40.397372,-111.848046,,,0,
5198,107026,CHASE LN @ 50 E,E CHASE LN,40.929062,-111.878032,,,0,
5202,109003,400 E @ 347 N,N 400 E,40.921093,-111.872367,,,0,
5267,109094,400 N @ 669 E,E 400 N,40.894085,-111.867474,,,0,
5310,104024,MAIN ST @ 1170 N,N MAIN ST,40.999881,-111.899461,,,0,
5343,629172,HARRISON BLVD @ 4605 S   (OGDEN),S HARRISON BLVD,41.179281,-111.949339,,,0,
5370,806006,MAIN ST @ 155 S,S MAIN ST,40.361893,-111.740666,,,0,
5394,806030,MAIN ST @ 150 S,S MAIN ST,40.362005,-111.740797,,,0,
5479,125021,200 S @ 255 W,W 200 S,40.764882,-111.898931,,,0,
5481,125023,200 S @ 125 W,W 200 S,40.764869,-111.894645,,,0,
5482,126530,200 S @ 120 E,E 200 S,40.764879,-111.887523,,,0,
5491,117004,NORTH TEMPLE ST @ 298 W,W NORTH TEMPLE ST,40.771635,-111.899401,,,0,
5492,117005,NORTH TEMPLE ST @ 275 W,W NORTH TEMPLE ST,40.771412,-111.898568,,,0,
5493,117006,NORTH TEMPLE ST @ 175 W,W NORTH TEMPLE ST,40.771406,-111.895316,,,0,
5498,126507,STATE ST @ 160 S,S STATE ST,40.765909,-111.888373,,,0,
5502,126511,STATE ST @ 355 S,S STATE ST,40.761412,-111.888079,,,0,
5504,126513,STATE ST @ 185 S,S STATE ST,40.76587,-111.888062,,,0,
5531,125013,400 S @ 10 W,W 400 S,40.760792,-111.891872,,,0,
5634,817035,UNIVERSITY PKWY @ 2295 N,N UNIVERSITY PKWY,40.264797,-111.670232,,,0,
5635,817036,2230 N @ 375 W,W 2230 N,40.263511,-111.665493,,,0,
5644,817045,TEMPLE HILL DR @ 2085 N,N TEMPLE HILL DR,40.262558,-111.641652,,,0,
5681,817067,UNIVERSITY PKWY @ 750 E,E UNIVERSITY PKWY,40.256601,-111.645031,,,0,
5691,817077,TEMPLE HILL DR @ 2120 N,N TEMPLE HILL DR,40.262551,-111.641336,,,0,
5699,817085,2230 N @ 210 W,W 2230 N,40.263524,-111.661618,,,0,
5702,817088,UNIVERSITY PKWY @ 2260 N,N UNIVERSITY PKWY,40.263884,-111.668249,,,0,
5774,821022,STATE ST @ 2300 S,S STATE ST,40.201578,-111.621701,,,0,
5881,172168,10600 S @ 55 E,E 10600 S,40.558982,-111.891668,,,0,
5892,135263,4000 W @ 4071 S,S 4000 W,40.682831,-111.986537,,,0,
5900,135271,3500 S @ 3955 W,W 3500 S,40.696503,-111.985301,,,0,
6001,126391,100 S @ 998 E,E 100 S,40.767128,-111.862731,,,0,
6003,126394,100 S @ 1298 E,E 100 S,40.767115,-111.854232,,,0,
6006,126398,100 S @ 1001 E,E 100 S,40.767272,-111.862002,,,0,
6112,174001,BENGAL BLVD @ 2594 E,E BENGAL BLVD,40.610061,-111.817733,,,0,
6145,174034,HIGHLAND DR @ 8089 S,S HIGHLAND DR,40.603643,-111.832918,,,0,
6152,174042,HIGHLAND DR @ 8052 S,S HIGHLAND DR,40.605037,-111.833112,,,0,
6384,125244,NAVAJO ST @ 1186 S,S NAVAJO ST,40.743395,-111.930218,,,0,
6410,125270,NAVAJO ST @ 1185 W,W NAVAJO ST,40.743523,-111.929944,,,0,
6419,125279,NAVAJO ST @ 855 S,S NAVAJO ST,40.750961,-111.929419,,,0,
6444,125304,800 W @ 798 S,S 800 W,40.752275,-111.914105,,,0,
6445,125305,800 W @ 791 S,S 800 W,40.752301,-111.913821,,,0,
6454,125314,900 W @ 1300 S,S 900 W,40.741666,-111.916972,,,0,
6587,134074,4100 S @ 4820 W,W 4100 S,40.682113,-112.006356,,,0,
6676,135149,4000 W @ 4122 S,S 4000 W,40.681614,-111.986705,,,0,
6769,137189,700 E @ 3229 S,S 700 E,40.700579,-111.871151,,,0,
6781,137201,HIGHLAND DR @ 3330 S,S HIGHLAND DR,40.699169,-111.850597,,,0,
6788,137208,HIGHLAND DR @ 3910 S,S HIGHLAND DR,40.686654,-111.845058,,,0,
6833,137247,1300 E @ 3885 S,S 1300 E,40.68747,-111.853998,,,0,
6842,137256,RICHMOND ST @ 2917 S,S RICHMOND ST,40.707759,-111.855262,,,0,
6984,137316,3900 S @ 110 E,E 3900 S,40.686974,-111.887511,,,0,
6986,137318,3900 S @ 298 E,E 3900 S,40.686992,-111.883004,,,0,
6990,137322,3900 S @ 718 E,E 3900 S,40.686955,-111.870613,,,0,
7006,137338,3900 S @ 1275 E,E 3900 S,40.687195,-111.854817,,,0,
7010,137342,3900 S @ 887 E,E 3900 S,40.687183,-111.866118,,,0,
7013,137345,3900 S @ 685 E,E 3900 S,40.687187,-111.872042,,,0,
7019,137351,3900 S @ 85 E,E 3900 S,40.687112,-111.889025,,,0,
7020,137352,4500 S @ 155 E,E 4500 S,40.674219,-111.887738,,,0,
7119,137453,STATE ST @ 4608 S,S STATE ST,40.671416,-111.888497,,,0,
7473,136200,3300 S @ 889 W,W 3300 S,40.699276,-111.916345,,,0,
7759,127094,FOOTHILL DR @ 2160 S,S FOOTHILL DR,40.725166,-111.814604,,,0,
7766,127101,FOOTHILL DR @ 2135 S,S FOOTHILL DR,40.725364,-111.814443,,,0,
7773,127108,FOOTHILL DR @ 1325 S,S FOOTHILL DR,40.741408,-111.826945,,,0,
7785,137148,700 E @ 3316 S,S 700 E,40.699421,-111.871541,,,0,
7853,623278,WALL AVE @ 3598 S,S WALL AVE,41.198365,-111.979245,,,0,
7891,112094,ORCHARD DR @ 2572 S,S ORCHARD DR,40.861874,-111.883697,,,0,
7904,111074,US HWY 89 @ 355 N   (N. SALT LAKE),N US HWY 89,40.848543,-111.906771,,,0,
7907,111077,US HWY 89 @ 16 S   (N. SALT LAKE),S US HWY 89,40.841421,-111.910559,,,0,
7945,112037,ORCHARD DR @ 2650 S,S ORCHARD DR,40.860353,-111.887044,,,0,
8086,126008,700 E @ 890 S,S 700 E,40.750178,-111.871247,,,0,
8100,126022,700 E @ 2098 S,S 700 E,40.725679,-111.871414,,,0,
8107,126029,700 E @ 2101 S,S 700 E,40.725242,-111.871031,,,0,
8121,126043,1300 E @ 875 S,S 1300 E,40.750374,-111.853784,,,0,
8125,126047,1300 E @ 401 S,S 1300 E,40.760419,-111.853755,,,0,
8132,126558,UNIVERSITY ST @ 368 S,S UNIVERSITY ST,40.760958,-111.852451,,,0,
8133,126559,1300 E @ 480 S,S 1300 E,40.758913,-111.854078,,,0,
8137,126563,1300 E @ 896 S,S 1300 E,40.75004,-111.854,,,0,
8151,126577,1300 E @ 2090 S,S 1300 E,40.725715,-111.853961,,,0,
8194,117124,1000 N @ 901 W,W 1000 N,40.790968,-111.917202,,,0,
8287,629141,4700 S @ 276 W,W 4700 S,41.177799,-111.982491,,,0,
8302,629149,HARRISON BLVD @ 4255 S,S HARRISON BLVD,41.185841,-111.949189,,,0,
8339,629159,OLD POST RD @ 4630 S    (OGDEN),S OLD POST RD,41.178437,-111.947701,,,0,
8342,629162,HARRISON BLVD @ 4286 S,S HARRISON BLVD,41.185141,-111.948913,,,0,
8352,623238,36TH ST @ 1220 E    (OGDEN),E 36TH ST,41.197634,-111.947868,,,0,
8389,628122,1900 W @ 4410 S,S 1900 W,41.182701,-112.025793,,,0,
8436,629088,DIXON DR @ 3940 S,S DIXON DR,41.190407,-111.947606,,,0,
8453,627049,3500 W @ 5702 S,S 3500 W,41.158903,-112.064393,,,0,
8474,629113,300 W @ 4720 S,S 300 W,41.177454,-111.982871,,,0,
8475,629114,4700 S @ 205 W,W 4700 S,41.177681,-111.980769,,,0,
8546,623188,WASHINGTON BLVD @ 2790 S   (OGDEN),S WASHINGTON BLVD,41.214696,-111.970483,,,0,
8556,629030,WASHINGTON BLVD @ 4035 S,S WASHINGTON BLVD,41.190016,-111.971319,,,0,
8558,629032,ARMY ST @ 4421 S,S ARMY ST,41.183007,-111.973596,,,0,
8561,629035,ARMY ST @ 4693 S,S ARMY ST,41.177675,-111.973718,,,0,
8562,629036,4700 S @ 230 E,E 4700 S,41.177691,-111.975528,,,0,
8575,629049,5300 S @ 655 E,E 5300 S,41.168091,-111.964718,,,0,
8604,629075,ARMY ST @ 4611 S,S ARMY ST,41.179242,-111.973598,,,0,
8608,629079,WASHINGTON BLVD @ 3986 S,S WASHINGTON BLVD,41.191001,-111.971022,,,0,
8613,623202,WALL AVE @ 1725 S,S WALL AVE,41.236056,-111.978676,,,0,
8614,623203,WALL AVE @ 1710 S,S WALL AVE,41.236276,-111.978412,,,0,
8624,632019,2000 W @ 262 N,N 2000 W,41.117321,-112.064428,,,0,
8634,632029,2000 W @ 261 N    (WEST POINT),N 2000 W,41.117365,-112.064585,,,0,
8649,633086,ANTELOPE DR @ 1851 W,W ANTELOPE DR,41.089054,-112.000131,,,0,
8661,615024,1200 W @ 1064 S,S 1200 W,41.24618,-112.00943,,,0,
8674,615037,1200 W @ 1063 S,S 1200 W,41.246202,-112.009613,,,0,
8676,622009,12TH ST @ 1007 W     (OGDEN),W 12TH ST,41.244472,-112.004151,,,0,
8681,623073,12TH ST @ 275 E,E 12TH ST,41.244232,-111.972931,,,0,
8716,623099,POLK AVE @ 2990 S   (OGDEN),S POLK AVE,41.210109,-111.942916,,,0,
8756,623128,HARRISON BLVD @ 1590 S,S HARRISON BLVD,41.238978,-111.945491,,,0,
8834,102015,100 E @ 401 N,N 100 E,41.040985,-111.936091,,,0,
8839,102020,CRESTWOOD DR @ 498 E,E CRESTWOOD DR,41.043481,-111.927493,,,0,
8850,102031,MAIN ST @ 10 N    (KAYSVILLE),N MAIN ST,41.035174,-111.938494,,,0,
8860,101042,FAIRFIELD RD @ 920 N,N FAIRFIELD RD,41.073159,-111.950119,,,0,
8861,633076,ANTELOPE DR @ 2025 W   (LAYTON),W ANTELOPE DR,41.089271,-112.001936,,,0,
8862,633077,ANTELOPE DR @ 345 E   (CLEARFIELD),E ANTELOPE DR,41.089237,-112.018783,,,0,
8877,633018,STATE ST @ 180 S,S STATE ST,41.110993,-112.023629,,,0,
8908,101007,RING RD @ 425 W    (LAYTON MALL),W RING RD,41.078921,-111.974571,,,0,
8913,101012,HILL FIELD RD @ 1748 N,N HILL FIELD RD,41.084944,-111.973341,,,0,
8916,633039,ANTELOPE DR @ 1650 W,W ANTELOPE DR,41.089312,-111.995874,,,0,
8936,633059,STATE ST @ 151 S   (CLEARFIELD),S STATE ST,41.111453,-112.023765,,,0,
8945,632008,1000 W @ 762 N,N 1000 W,41.124815,-112.045181,,,0,
8956,611007,400 E @ 2816 N,N 400 E,41.311494,-111.968528,,,0,
8959,611010,450 E @ 3098 N,N 450 E,41.317201,-111.966601,,,0,
8960,611011,3100 N @ 555 E,E 3100 N,41.317381,-111.962949,,,0,
8965,611016,3100 N @ 1045 E    (NORTH OGDEN),E 3100 N,41.317169,-111.947631,,,0,
8976,611027,2600 N @ 440 E    (N. OGDEN),E 2600 N,41.305942,-111.967571,,,0,
9004,616060,WASHINGTON BLVD @ 1399 N,N WASHINGTON BLVD,41.284057,-111.969301,,,0,
9011,616069,WASHINGTON BLVD @ 223 S,S WASHINGTON BLVD,41.258671,-111.969857,,,0,
9051,616081,MONROE BLVD @ 951 N,N MONROE BLVD,41.274924,-111.959164,,,0,
9055,616085,MONROE BLVD @ 395 N,N MONROE BLVD,41.266329,-111.959361,,,0,
9061,616091,MONROE BLVD @ 625 S,S MONROE BLVD,41.252934,-111.954621,,,0,
9063,616093,MONROE BLVD @ 759 S,S MONROE BLVD,41.250025,-111.954711,,,0,
9065,616095,MONROE BLVD @ 820 E,E MONROE BLVD,41.249878,-111.954485,,,0,
9093,616119,HARRISON BLVD @ 708 S,S HARRISON BLVD,41.251238,-111.947887,,,0,
9155,623064,WALL AVE @ 3615 S     (OGDEN),S WALL AVE,41.197381,-111.979542,,,0,
9175,628015,5700 S @ 1998 W    (ROY),W 5700 S,41.159687,-112.028251,,,0,
9215,610022,2700 N @ 1670 W,W 2700 N,41.306693,-112.019392,,,0,
9248,623002,WASHINGTON BLVD @ 2466 S,S WASHINGTON BLVD,41.221071,-111.970371,,,0,
9249,623003,WASHINGTON BLVD @ 2280 S,S WASHINGTON BLVD,41.225194,-111.970231,,,0,
9251,623005,WASHINGTON BLVD @ 2070 S,S WASHINGTON BLVD,41.229395,-111.970103,,,0,
9252,623006,WASHINGTON BLVD @ 1970 S,S WASHINGTON BLVD,41.231608,-111.970065,,,0,
9258,623012,WASHINGTON BLVD @ 1250 S,S WASHINGTON BLVD,41.243253,-111.969802,,,0,
9259,623013,WASHINGTON BLVD @ 1146 S  (OGDEN),S WASHINGTON BLVD,41.244797,-111.969785,,,0,
9297,623021,WASHINGTON BLVD @ 2004 S,S WASHINGTON BLVD,41.230785,-111.970432,,,0,
9299,623023,WASHINGTON BLVD @ 2209 S,S WASHINGTON BLVD,41.226238,-111.970521,,,0,
9300,623024,WASHINGTON BLVD @ 2335 S,S WASHINGTON BLVD,41.224347,-111.970566,,,0,
9302,616031,WASHINGTON BLVD @ 120 S,S WASHINGTON BLVD,41.259761,-111.969473,,,0,
9305,616034,AVC LN @ 502 E,E AVC LN,41.26354,-111.965284,,,0,
9314,616043,WASHINGTON BLVD @ 1110 N   (HRISVL),N WASHINGTON BLVD,41.277606,-111.969147,,,0,
9316,616045,WASHINGTON BLVD @ 1410 N,N WASHINGTON BLVD,41.283394,-111.969046,,,0,
9326,611004,400 E @ 2626 N   (N. OGDEN),N 400 E,41.306538,-111.968553,,,0,
9410,622021,INDUSTRIAL DR @ 2640 S   (OGDEN),S INDUSTRIAL DR,41.217741,-112.011881,,,0,
9417,622028,HINKLEY DR @ 1350 W    (OGDEN),W HINKLEY DR,41.203242,-112.012011,,,0,
9451,628047,1900 W @ 5570 S    (ROY),S 1900 W,41.162659,-112.025904,,,0,
9551,126534,100 S @ 298 E,E 100 S,40.767065,-111.882795,,,0,
9553,126540,100 S @ 890 E,E 100 S,40.767106,-111.865667,,,0,
9569,126060,100 S @ 305 E,E 100 S,40.767254,-111.882215,,,0,
9577,126070,200 S @ 1301 E,E 200 S,40.765094,-111.853572,,,0,
9601,127015,ARAPEEN DR @ 789 S,S ARAPEEN DR,40.751272,-111.826559,,,0,
9612,127026,WAKARA WAY @ 601 S,S WAKARA WAY,40.756206,-111.831842,,,0,
9627,820019,300 S @ 605 E,E 300 S,40.229743,-111.647861,,,0,
9662,816024,MAIN ST @ 2001 S,S MAIN ST,40.260575,-111.694768,,,0,
9694,816057,STATE ST @ 410 S,S STATE ST,40.289405,-111.691809,,,0,
9705,816012,MAIN ST @ 1998 S,S MAIN ST,40.260821,-111.694915,,,0,
9743,820017,300 S @ 780 E,E 300 S,40.229615,-111.645421,,,0,
9883,623298,WASHINGTON BLVD @ 3560 S,S WASHINGTON BLVD,41.198184,-111.970868,,,0,
10337,817240,STATE ST @ 1360 S,S STATE ST,40.272233,-111.684252,,,0,
10338,817241,STATE ST @ 1532 S,S STATE ST,40.269396,-111.682995,,,0,
10339,817242,STATE ST @ 1632 S,S STATE ST,40.267282,-111.682065,,,0,
10340,806106,STATE RD @ 1344 W,W STATE RD,40.368219,-111.760181,,,0,
10341,806011,STATE ST @ 1084 E,E STATE ST,40.370422,-111.769827,,,0,
10342,806012,STATE ST @ 935 E,E STATE ST,40.371101,-111.772851,,,0,
10343,806107,STATE ST @ 765 E,E STATE ST,40.372234,-111.777782,,,0,
10344,806013,STATE ST @ 695 E,E STATE ST,40.373066,-111.781157,,,0,
10345,806014,STATE ST @ 565 E,E STATE ST,40.373723,-111.783928,,,0,
10347,805001,STATE ST @ 255 E,E STATE ST,40.375488,-111.791676,,,0,
10348,805003,MAIN ST @ 6 W,W MAIN ST,40.376911,-111.798994,,,0,
10349,805004,MAIN ST @ 98 W,W MAIN ST,40.376923,-111.801151,,,0,
10350,805006,MAIN ST @ 308 W,W MAIN ST,40.376962,-111.806997,,,0,
10351,805007,MAIN ST @ 434 W,W MAIN ST,40.376978,-111.810089,,,0,
10352,805008,STATE ST @ 124 W,W STATE ST,40.379857,-111.813272,,,0,
10381,805056,STATE ST @ 131 N,N STATE ST,40.379225,-111.813363,,,0,
10382,805057,MAIN ST @ 451 W,W MAIN ST,40.376788,-111.810254,,,0,
10384,805058,MAIN ST @ 265 W,W MAIN ST,40.376756,-111.805551,,,0,
10388,820226,500 W @ 358 N,N 500 W,40.238382,-111.667354,,,0,
10390,817254,500 W @ 508 N,N 500 W,40.240802,-111.667323,,,0,
10393,817256,500 W @ 852 N,N 500 W,40.245064,-111.667301,,,0,
10394,817257,500 W @ 988 N,N 500 W,40.246757,-111.667317,,,0,
